SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
061,25,023,00000,33220,00000,1,A,Kingston town,Massachusetts,13703,13730,13793
061,25,023,00000,33920,00000,1,A,Lakeville town,Massachusetts,11537,11560,11762
061,25,023,00000,38540,00000,1,A,Marion town,Massachusetts,5344,5340,5333
061,25,023,00000,38855,00000,1,A,Marshfield town,Massachusetts,25850,25848,25869
061,25,023,00000,39450,00000,1,A,Mattapoisett town,Massachusetts,6514,6517,6574
061,25,023,00000,40850,00000,1,A,Middleborough town,Massachusetts,24253,24292,24459
061,25,023,00000,50145,00000,1,A,Norwell town,Massachusetts,11352,11347,11349
061,25,023,00000,52630,00000,1,A,Pembroke town,Massachusetts,18371,18368,18410
061,25,023,00000,54310,00000,1,A,Plymouth town,Massachusetts,61190,61346,62131
061,25,023,00000,54415,00000,1,A,Plympton town,Massachusetts,2935,2936,2939
061,25,023,00000,57600,00000,1,A,Rochester town,Massachusetts,5724,5731,5762
061,25,023,00000,57775,00000,1,A,Rockland town,Massachusetts,17814,17798,17771
061,25,023,00000,60330,00000,1,A,Scituate town,Massachusetts,19080,19097,19185
061,25,023,00000,72985,00000,1,A,Wareham town,Massachusetts,23312,23303,23317
061,25,023,00000,75260,00000,1,A,West Bridgewater town,Massachusetts,7717,7718,7727
061,25,023,00000,79530,00000,1,A,Whitman town,Massachusetts,15142,15148,15279
050,25,025,00000,00000,00000,0,N,Suffolk County,Massachusetts,797936,795431,771245
157,25,025,07000,00000,00000,0,A,Boston city,Massachusetts,676216,674272,654776
157,25,025,13205,00000,00000,0,A,Chelsea city,Massachusetts,40615,40428,38889
157,25,025,56585,00000,00000,0,A,Revere city,Massachusetts,61878,61565,59075
157,25,025,81005,00000,00000,0,A,Winthrop Town city,Massachusetts,19227,19166,18505
061,25,025,00000,07000,00000,0,F,Boston city,Massachusetts,676216,674272,654776
071,25,025,07000,07000,00000,1,A,Boston city,Massachusetts,676216,674272,654776
061,25,025,00000,13205,00000,0,F,Chelsea city,Massachusetts,40615,40428,38889
071,25,025,13205,13205,00000,1,A,Chelsea city,Massachusetts,40615,40428,38889
061,25,025,00000,56585,00000,0,F,Revere city,Massachusetts,61878,61565,59075
071,25,025,56585,56585,00000,1,A,Revere city,Massachusetts,61878,61565,59075
061,25,025,00000,81005,00000,0,F,Winthrop Town city,Massachusetts,19227,19166,18505
071,25,025,81005,81005,00000,1,A,Winthrop Town city,Massachusetts,19227,19166,18505
050,25,027,00000,00000,00000,0,N,Worcester County,Massachusetts,862111,861461,862029
157,25,027,23875,00000,00000,0,A,Fitchburg city,Massachusetts,41945,41872,41732
157,25,027,25485,00000,00000,0,A,Gardner city,Massachusetts,21288,21252,21191
157,25,027,35075,00000,00000,0,A,Leominster city,Massachusetts,43782,43744,43613
157,25,027,63345,00000,00000,0,A,Southbridge Town city,Massachusetts,17741,17711,17657
157,25,027,82000,00000,00000,0,A,Worcester city,Massachusetts,206601,206242,205918
157,25,027,99990,00000,00000,0,F,Balance of Worcester County,Massachusetts,530754,530640,531918
061,25,027,00000,01885,00000,1,A,Ashburnham town,Massachusetts,6312,6311,6341
061,25,027,00000,02480,00000,1,A,Athol town,Massachusetts,11941,11929,11905
061,25,027,00000,02760,00000,1,A,Auburn town,Massachusetts,16886,16862,16830
061,25,027,00000,03740,00000,1,A,Barre town,Massachusetts,5529,5523,5526
061,25,027,00000,05490,00000,1,A,Berlin town,Massachusetts,3159,3279,3674
061,25,027,00000,06015,00000,1,A,Blackstone town,Massachusetts,9194,9176,9177
061,25,027,00000,06365,00000,1,A,Bolton town,Massachusetts,5660,5669,5676
061,25,027,00000,07525,00000,1,A,Boylston town,Massachusetts,4851,4854,4882
061,25,027,00000,09105,00000,1,A,Brookfield town,Massachusetts,3442,3437,3432
061,25,027,00000,12715,00000,1,A,Charlton town,Massachusetts,13313,13304,13317
061,25,027,00000,14395,00000,1,A,Clinton town,Massachusetts,15423,15404,15381
061,25,027,00000,17300,00000,1,A,Douglas town,Massachusetts,8981,8996,9049
061,25,027,00000,17685,00000,1,A,Dudley town,Massachusetts,11926,11911,11884
061,25,027,00000,18560,00000,1,A,East Brookfield town,Massachusetts,2225,2221,2209
061,25,027,00000,23875,00000,0,F,Fitchburg city,Massachusetts,41945,41872,41732
071,25,027,23875,23875,00000,1,A,Fitchburg city,Massachusetts,41945,41872,41732
061,25,027,00000,25485,00000,0,F,Gardner city,Massachusetts,21288,21252,21191
071,25,027,25485,25485,00000,1,A,Gardner city,Massachusetts,21288,21252,21191
061,25,027,00000,26430,00000,1,A,Grafton town,Massachusetts,19659,19643,19756
061,25,027,00000,28740,00000,1,A,Hardwick town,Massachusetts,2664,2661,2660
061,25,027,00000,28950,00000,1,A,Harvard town,Massachusetts,6855,6851,6844
061,25,027,00000,30560,00000,1,A,Holden town,Massachusetts,19911,19893,19898
061,25,027,00000,30945,00000,1,A,Hopedale town,Massachusetts,6011,6004,5998
061,25,027,00000,31435,00000,1,A,Hubbardston town,Massachusetts,4322,4316,4312
061,25,027,00000,34165,00000,1,A,Lancaster town,Massachusetts,8454,8447,8455
061,25,027,00000,34795,00000,1,A,Leicester town,Massachusetts,11087,11065,11048
061,25,027,00000,35075,00000,0,F,Leominster city,Massachusetts,43782,43744,43613
071,25,027,35075,35075,00000,1,A,Leominster city,Massachusetts,43782,43744,43613
061,25,027,00000,37420,00000,1,A,Lunenburg town,Massachusetts,11773,11786,11816
061,25,027,00000,40255,00000,1,A,Mendon town,Massachusetts,6226,6225,6251
061,25,027,00000,41165,00000,1,A,Milford town,Massachusetts,30384,30339,30277
061,25,027,00000,41340,00000,1,A,Millbury town,Massachusetts,13827,13827,13884
061,25,027,00000,41585,00000,1,A,Millville town,Massachusetts,3174,3165,3151
061,25,027,00000,45105,00000,1,A,New Braintree town,Massachusetts,994,992,990
061,25,027,00000,46820,00000,1,A,Northborough town,Massachusetts,15736,15710,15667
061,25,027,00000,46925,00000,1,A,Northbridge town,Massachusetts,16335,16317,16298
061,25,027,00000,47135,00000,1,A,North Brookfield town,Massachusetts,4733,4745,4743
061,25,027,00000,50670,00000,1,A,Oakham town,Massachusetts,1850,1849,1846
061,25,027,00000,51825,00000,1,A,Oxford town,Massachusetts,13343,13321,13287
061,25,027,00000,52420,00000,1,A,Paxton town,Massachusetts,5014,5007,5028
061,25,027,00000,53120,00000,1,A,Petersham town,Massachusetts,1196,1193,1188
061,25,027,00000,53225,00000,1,A,Phillipston town,Massachusetts,1726,1723,1720
061,25,027,00000,55395,00000,1,A,Princeton town,Massachusetts,3496,3494,3499
061,25,027,00000,58580,00000,1,A,Royalston town,Massachusetts,1253,1252,1256
061,25,027,00000,58825,00000,1,A,Rutland town,Massachusetts,9050,9067,9169
061,25,027,00000,61800,00000,1,A,Shrewsbury town,Massachusetts,38310,38450,38999
061,25,027,00000,63165,00000,1,A,Southborough town,Massachusetts,10451,10444,10421
061,25,027,00000,63345,00000,0,F,Southbridge Town city,Massachusetts,17741,17711,17657
071,25,027,63345,63345,00000,1,A,Southbridge Town city,Massachusetts,17741,17711,17657
061,25,027,00000,66105,00000,1,A,Spencer town,Massachusetts,11981,11960,11928
061,25,027,00000,67385,00000,1,A,Sterling town,Massachusetts,7982,7976,8152
061,25,027,00000,68155,00000,1,A,Sturbridge town,Massachusetts,9862,9847,9846
061,25,027,00000,68610,00000,1,A,Sutton town,Massachusetts,9355,9349,9361
061,25,027,00000,69275,00000,1,A,Templeton town,Massachusetts,8142,8139,8160
061,25,027,00000,71480,00000,1,A,Upton town,Massachusetts,7996,8002,8050
061,25,027,00000,71620,00000,1,A,Uxbridge town,Massachusetts,14161,14191,14270
061,25,027,00000,73090,00000,1,A,Warren town,Massachusetts,4972,4965,4955
061,25,027,00000,73895,00000,1,A,Webster town,Massachusetts,17771,17735,17651
061,25,027,00000,75015,00000,1,A,Westborough town,Massachusetts,21568,21539,21499
061,25,027,00000,75155,00000,1,A,West Boylston town,Massachusetts,7883,7876,7855
061,25,027,00000,75400,00000,1,A,West Brookfield town,Massachusetts,3835,3828,3820
061,25,027,00000,77010,00000,1,A,Westminster town,Massachusetts,8208,8227,8275
061,25,027,00000,80405,00000,1,A,Winchendon town,Massachusetts,10362,10344,10352
061,25,027,00000,82000,00000,0,F,Worcester city,Massachusetts,206601,206242,205918
071,25,027,82000,82000,00000,1,A,Worcester city,Massachusetts,206601,206242,205918
