"GEO_ID","NAME","P1_001N","P1_001NA","P1_002N","P1_002NA","P1_003N","P1_003NA","P1_004N","P1_004NA","P1_005N","P1_005NA","P1_006N","P1_006NA","P1_007N","P1_007NA","P1_008N","P1_008NA","P1_009N","P1_009NA","P1_010N","P1_010NA","P1_011N","P1_011NA","P1_012N","P1_012NA","P1_013N","P1_013NA","P1_014N","P1_014NA","P1_015N","P1_015NA","P1_016N","P1_016NA","P1_017N","P1_017NA","P1_018N","P1_018NA","P1_019N","P1_019NA","P1_020N","P1_020NA","P1_021N","P1_021NA","P1_022N","P1_022NA","P1_023N","P1_023NA","P1_024N","P1_024NA","P1_025N","P1_025NA","P1_026N","P1_026NA","P1_027N","P1_027NA","P1_028N","P1_028NA","P1_029N","P1_029NA","P1_030N","P1_030NA","P1_031N","P1_031NA","P1_032N","P1_032NA","P1_033N","P1_033NA","P1_034N","P1_034NA","P1_035N","P1_035NA","P1_036N","P1_036NA","P1_037N","P1_037NA","P1_038N","P1_038NA","P1_039N","P1_039NA","P1_040N","P1_040NA","P1_041N","P1_041NA","P1_042N","P1_042NA","P1_043N","P1_043NA","P1_044N","P1_044NA","P1_045N","P1_045NA","P1_046N","P1_046NA","P1_047N","P1_047NA","P1_048N","P1_048NA","P1_049N","P1_049NA","P1_050N","P1_050NA","P1_051N","P1_051NA","P1_052N","P1_052NA","P1_053N","P1_053NA","P1_054N","P1_054NA","P1_055N","P1_055NA","P1_056N","P1_056NA","P1_057N","P1_057NA","P1_058N","P1_058NA","P1_059N","P1_059NA","P1_060N","P1_060NA","P1_061N","P1_061NA","P1_062N","P1_062NA","P1_063N","P1_063NA","P1_064N","P1_064NA","P1_065N","P1_065NA","P1_066N","P1_066NA","P1_067N","P1_067NA","P1_068N","P1_068NA","P1_069N","P1_069NA","P1_070N","P1_070NA","P1_071N","P1_071NA",
"1400000US25009254402","Census Tract 2544.02, Essex County, Massachusetts","7992","null","7478","null","5107","null","187","null","18","null","1936","null","3","null","227","null","514","null","482","null","43","null","22","null","147","null","6","null","210","null","1","null","2","null","1","null","36","null","4","null","0","null","0","null","0","null","10","null","0","null","27","null","3","null","0","null","0","null","14","null","0","null","0","null","2","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009254403","Census Tract 2544.03, Essex County, Massachusetts","3891","null","3685","null","2983","null","42","null","1","null","616","null","0","null","43","null","206","null","194","null","10","null","16","null","42","null","6","null","105","null","0","null","3","null","0","null","6","null","0","null","0","null","0","null","5","null","0","null","1","null","12","null","1","null","5","null","0","null","0","null","0","null","0","null","4","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260100","Census Tract 2601, Essex County, Massachusetts","6149","null","5314","null","3153","null","520","null","58","null","128","null","4","null","1451","null","835","null","794","null","116","null","47","null","23","null","0","null","510","null","2","null","1","null","5","null","69","null","0","null","0","null","12","null","3","null","5","null","1","null","36","null","11","null","1","null","0","null","17","null","0","null","1","null","3","null","1","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260200","Census Tract 2602, Essex County, Massachusetts","3623","null","3294","null","2439","null","227","null","20","null","55","null","3","null","550","null","329","null","303","null","41","null","31","null","15","null","0","null","145","null","3","null","8","null","1","null","51","null","0","null","0","null","2","null","0","null","3","null","3","null","17","null","3","null","0","null","1","null","8","null","0","null","0","null","3","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260301","Census Tract 2603.01, Essex County, Massachusetts","4722","null","4375","null","3955","null","117","null","9","null","86","null","3","null","205","null","347","null","326","null","33","null","50","null","19","null","0","null","192","null","0","null","2","null","0","null","27","null","0","null","0","null","0","null","0","null","3","null","0","null","16","null","4","null","0","null","0","null","10","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260302","Census Tract 2603.02, Essex County, Massachusetts","3254","null","3087","null","2933","null","59","null","9","null","37","null","0","null","49","null","167","null","159","null","15","null","44","null","13","null","0","null","82","null","1","null","1","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","8","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260401","Census Tract 2604.01, Essex County, Massachusetts","4169","null","3904","null","3453","null","107","null","3","null","78","null","0","null","263","null","265","null","265","null","26","null","40","null","28","null","0","null","150","null","3","null","0","null","0","null","13","null","0","null","0","null","3","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260402","Census Tract 2604.02, Essex County, Massachusetts","7000","null","6459","null","5558","null","207","null","10","null","223","null","4","null","457","null","541","null","509","null","52","null","46","null","56","null","0","null","283","null","1","null","6","null","0","null","44","null","1","null","0","null","1","null","0","null","14","null","5","null","24","null","3","null","2","null","0","null","7","null","3","null","0","null","4","null","0","null","4","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","0","null","0","null","6","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260500","Census Tract 2605, Essex County, Massachusetts","4142","null","3816","null","3343","null","160","null","3","null","45","null","3","null","262","null","326","null","308","null","43","null","48","null","24","null","1","null","159","null","1","null","4","null","0","null","21","null","0","null","0","null","6","null","0","null","0","null","1","null","15","null","4","null","2","null","0","null","9","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260600","Census Tract 2606, Essex County, Massachusetts","3702","null","3173","null","2105","null","184","null","41","null","74","null","0","null","769","null","529","null","514","null","57","null","29","null","17","null","5","null","324","null","1","null","0","null","0","null","65","null","2","null","0","null","9","null","0","null","2","null","3","null","13","null","5","null","0","null","0","null","4","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null",
"1400000US25009260700","Census Tract 2607, Essex County, Massachusetts","4882","null","4266","null","3076","null","320","null","39","null","95","null","3","null","733","null","616","null","582","null","54","null","65","null","34","null","2","null","348","null","4","null","2","null","0","null","55","null","3","null","0","null","12","null","0","null","0","null","3","null","34","null","0","null","2","null","0","null","26","null","0","null","0","null","2","null","3","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260800","Census Tract 2608, Essex County, Massachusetts","6132","null","5192","null","2573","null","360","null","54","null","64","null","0","null","2141","null","940","null","890","null","87","null","64","null","26","null","1","null","521","null","7","null","0","null","0","null","161","null","0","null","0","null","11","null","0","null","2","null","10","null","45","null","12","null","1","null","2","null","26","null","0","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009260900","Census Tract 2609, Essex County, Massachusetts","5434","null","4738","null","3355","null","266","null","38","null","142","null","5","null","932","null","696","null","655","null","89","null","48","null","43","null","3","null","397","null","0","null","0","null","0","null","57","null","0","null","0","null","11","null","1","null","2","null","4","null","35","null","1","null","0","null","0","null","21","null","0","null","0","null","7","null","0","null","0","null","1","null","0","null","0","null","3","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009261000","Census Tract 2610, Essex County, Massachusetts","4400","null","4024","null","3284","null","250","null","4","null","85","null","2","null","399","null","376","null","361","null","36","null","41","null","16","null","0","null","207","null","2","null","5","null","0","null","48","null","0","null","0","null","0","null","0","null","4","null","2","null","15","null","0","null","0","null","0","null","10","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009261101","Census Tract 2611.01, Essex County, Massachusetts","5028","null","4788","null","4428","null","102","null","6","null","95","null","1","null","156","null","240","null","222","null","35","null","30","null","26","null","0","null","116","null","1","null","0","null","0","null","5","null","0","null","0","null","3","null","0","null","3","null","3","null","14","null","3","null","0","null","0","null","4","null","0","null","1","null","3","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009261102","Census Tract 2611.02, Essex County, Massachusetts","5150","null","4688","null","3974","null","215","null","9","null","124","null","1","null","365","null","462","null","444","null","62","null","38","null","39","null","0","null","256","null","1","null","3","null","0","null","40","null","0","null","0","null","1","null","0","null","0","null","4","null","16","null","3","null","0","null","0","null","8","null","2","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009262100","Census Tract 2621, Essex County, Massachusetts","6723","null","6364","null","6178","null","47","null","9","null","50","null","0","null","80","null","359","null","334","null","37","null","54","null","57","null","0","null","170","null","0","null","0","null","0","null","14","null","0","null","0","null","0","null","1","null","1","null","0","null","21","null","8","null","4","null","0","null","6","null","0","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009263100","Census Tract 2631, Essex County, Massachusetts","4500","null","4252","null","4129","null","9","null","11","null","48","null","0","null","55","null","248","null","232","null","19","null","34","null","43","null","2","null","127","null","0","null","0","null","1","null","2","null","0","null","0","null","1","null","0","null","0","null","3","null","9","null","4","null","0","null","1","null","1","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009264100","Census Tract 2641, Essex County, Massachusetts","6752","null","6472","null","6290","null","37","null","7","null","67","null","6","null","65","null","280","null","277","null","26","null","38","null","36","null","0","null","162","null","8","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","1","null","3","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009265101","Census Tract 2651.01, Essex County, Massachusetts","3848","null","3673","null","3575","null","13","null","7","null","56","null","0","null","22","null","175","null","165","null","16","null","26","null","32","null","0","null","88","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","10","null","0","null","0","null","0","null","1","null","0","null","0","null","4","null","1","null","1","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009265102","Census Tract 2651.02, Essex County, Massachusetts","4622","null","4362","null","4248","null","23","null","7","null","46","null","0","null","38","null","260","null","248","null","29","null","37","null","51","null","1","null","114","null","0","null","0","null","0","null","11","null","0","null","0","null","0","null","1","null","3","null","1","null","8","null","0","null","0","null","0","null","6","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009266100","Census Tract 2661, Essex County, Massachusetts","4742","null","4509","null","4326","null","52","null","3","null","57","null","2","null","69","null","233","null","223","null","21","null","43","null","19","null","0","null","135","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","2","null","0","null","7","null","3","null","1","null","0","null","1","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009266200","Census Tract 2662, Essex County, Massachusetts","5469","null","5108","null","4865","null","92","null","23","null","53","null","0","null","75","null","361","null","336","null","45","null","55","null","30","null","0","null","187","null","3","null","0","null","0","null","3","null","2","null","0","null","1","null","0","null","5","null","5","null","18","null","4","null","0","null","0","null","8","null","3","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","3","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009266300","Census Tract 2663, Essex County, Massachusetts","3780","null","3596","null","3460","null","60","null","15","null","31","null","5","null","25","null","184","null","172","null","29","null","29","null","20","null","0","null","87","null","2","null","0","null","0","null","3","null","0","null","0","null","0","null","2","null","0","null","0","null","12","null","0","null","0","null","0","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009266400","Census Tract 2664, Essex County, Massachusetts","3375","null","3195","null","3064","null","29","null","8","null","34","null","0","null","60","null","180","null","171","null","15","null","32","null","25","null","0","null","91","null","2","null","0","null","0","null","5","null","0","null","0","null","1","null","0","null","0","null","0","null","8","null","1","null","3","null","0","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009267102","Census Tract 2671.02, Essex County, Massachusetts","5051","null","4800","null","4602","null","32","null","16","null","91","null","1","null","58","null","251","null","236","null","28","null","58","null","15","null","2","null","122","null","3","null","1","null","0","null","4","null","0","null","0","null","0","null","2","null","0","null","1","null","14","null","0","null","0","null","0","null","7","null","0","null","0","null","2","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009267103","Census Tract 2671.03, Essex County, Massachusetts","1730","null","1644","null","1605","null","9","null","5","null","6","null","0","null","19","null","86","null","80","null","5","null","20","null","2","null","0","null","52","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009267104","Census Tract 2671.04, Essex County, Massachusetts","2455","null","2320","null","2222","null","20","null","1","null","43","null","1","null","33","null","135","null","130","null","8","null","33","null","12","null","0","null","69","null","1","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","1","null","3","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009268100","Census Tract 2681, Essex County, Massachusetts","2602","null","2494","null","2435","null","11","null","0","null","28","null","0","null","20","null","108","null","104","null","5","null","12","null","20","null","0","null","61","null","0","null","1","null","0","null","4","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009268200","Census Tract 2682, Essex County, Massachusetts","6940","null","6515","null","6275","null","49","null","7","null","106","null","4","null","74","null","425","null","419","null","43","null","42","null","76","null","1","null","248","null","3","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009268300","Census Tract 2683, Essex County, Massachusetts","4371","null","4191","null","4018","null","48","null","2","null","59","null","1","null","63","null","180","null","172","null","4","null","46","null","25","null","0","null","87","null","3","null","0","null","0","null","2","null","0","null","0","null","3","null","0","null","2","null","0","null","7","null","3","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009268400","Census Tract 2684, Essex County, Massachusetts","4376","null","4176","null","4037","null","32","null","3","null","59","null","0","null","45","null","200","null","189","null","23","null","30","null","41","null","0","null","87","null","4","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","1","null","10","null","0","null","3","null","0","null","0","null","1","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009269100","Census Tract 2691, Essex County, Massachusetts","6716","null","6431","null","6272","null","29","null","4","null","73","null","1","null","52","null","285","null","276","null","19","null","61","null","39","null","0","null","149","null","3","null","0","null","0","null","2","null","0","null","0","null","3","null","0","null","0","null","0","null","7","null","2","null","4","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009270100","Census Tract 2701, Essex County, Massachusetts","6161","null","5929","null","5746","null","27","null","4","null","88","null","0","null","64","null","232","null","220","null","36","null","40","null","27","null","1","null","100","null","0","null","2","null","0","null","9","null","0","null","0","null","3","null","0","null","2","null","0","null","12","null","4","null","1","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25009990100","Census Tract 9901, Essex County, Massachusetts","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25011040100","Census Tract 401, Franklin County, Massachusetts","4409","null","4114","null","4023","null","19","null","9","null","34","null","0","null","29","null","295","null","286","null","31","null","87","null","32","null","0","null","128","null","2","null","0","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","2","null","4","null","0","null","1","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25011040200","Census Tract 402, Franklin County, Massachusetts","4387","null","4161","null","4053","null","25","null","6","null","36","null","2","null","39","null","226","null","216","null","20","null","54","null","20","null","0","null","112","null","2","null","0","null","0","null","4","null","0","null","1","null","0","null","0","null","0","null","3","null","8","null","0","null","0","null","1","null","4","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25011040300","Census Tract 403, Franklin County, Massachusetts","2866","null","2698","null","2638","null","6","null","6","null","15","null","0","null","33","null","168","null","159","null","13","null","42","null","41","null","0","null","60","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","0","null","0","null","0","null","1","null","3","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null",
"1400000US25011040400","Census Tract 404, Franklin County, Massachusetts","3369","null","3121","null","3034","null","22","null","15","null","20","null","0","null","30","null","248","null","229","null","29","null","71","null","18","null","1","null","103","null","4","null","0","null","0","null","1","null","1","null","0","null","0","null","1","null","0","null","0","null","16","null","8","null","0","null","0","null","3","null","1","null","0","null","1","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","1","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25011040501","Census Tract 405.01, Franklin County, Massachusetts","3899","null","3605","null","3469","null","57","null","7","null","23","null","0","null","49","null","294","null","266","null","54","null","107","null","15","null","0","null","87","null","0","null","1","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","23","null","11","null","0","null","0","null","6","null","0","null","0","null","4","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
